,COSMIC_ID,gene_expr,IC50
689,917486,3.276386762,-3.4048006919591
690,924100,3.222589709,-6.75552196031047
691,924102,3.306446437,-7.41076663667647
692,924104,3.451746469,-7.39333888058253
693,924105,3.18190282,-6.45635028968133
694,924106,3.551280225,-4.04468932230987
695,924107,3.231468594,-7.03196108518033
696,924108,3.237581104,-7.34872065105295
697,924110,3.190311621,-7.64503145741601
698,924111,3.20015531,-7.59493820020627
699,924151,3.197754694,-8.825890332639
700,924186,3.434643438,-6.79280264286209
701,924187,3.274429645,-6.70118717968051
702,924238,3.447451364,-6.72193890514866
703,924239,7.056178885,-7.06181044557632
704,924240,3.559697725,-4.7602097974842
705,924244,3.254572133,-8.53326272671533
706,924250,3.179947354,-6.63928402086605
707,925338,3.054763082,-7.8657912098778
708,925340,4.288639593,-6.84672192732027
709,925341,4.189637907,-6.23088013791104
710,925343,3.28704363,-6.62722309032422
711,925345,3.438745184,-5.65727757390896
712,925346,3.168329845,-3.50243940693638
713,925347,3.214891905,-6.71031655389926
714,925348,3.201820895,-6.20553631412774
715,930082,3.501550521,-6.08012716230839
716,930083,3.766220412,-2.6017576794342
717,930297,3.884934128,-5.4133236132748
718,930298,3.304293048,-5.35880993845976
719,930299,3.43466536,-7.09692852826164
720,946353,3.409411137,-7.74119140997639
721,946355,3.189127342,-4.21301143812046
722,946357,4.733227229,-7.0430424257894
723,946358,4.218221177,-7.91280142778517
724,946359,3.394729549,-2.53969582416524
725,946360,3.076049098,-7.49083476875076
726,946361,3.660998693,-6.83240317903945
727,946368,3.597841284,-8.33327922553738
728,946370,3.06717147,-7.65688752526204
729,946382,3.506827601,-7.97091606942226
730,949090,3.410219885,-7.9551070171642
731,949093,3.255929549,-2.43781270037766
732,949094,3.322711728,-7.96330441038653
733,949153,3.856579226,-7.16179498269009
734,949155,3.093093158,-7.60200596321158
735,949156,3.259071695,-6.03825438144163
736,949157,3.600396173,-9.05811229720065
737,949158,3.18483941,-7.20547690313813
738,949160,3.216728257,-7.07145341922963
739,949161,3.781563266,-6.57902697709324
740,949163,3.510117881,-7.60501398237184
741,949164,3.542095743,-6.89965440837049
742,949165,3.244343538,-5.67628363837763
743,949166,3.551077913,-3.99550063489076
744,949167,3.518286558,-7.55568968161888
745,949168,3.261799549,-6.4751024398228
746,949171,3.220026067,-5.58832252173463
747,949172,3.600089667,-5.9747296334012
748,949174,3.719176578,-6.31937072363405
749,949177,3.197464076,-8.38766738588385
750,949178,3.892234428,-7.94210833484579
751,949179,4.041910486,-6.65558214674297
752,971773,3.41231396,-8.41667565507101
753,998184,3.791862953,-7.85298729138991
754,998189,3.258278313,-5.19963883729353
