,COSMIC_ID,gene_expr,IC50
187,683665,3.791894488,-9.14264989851162
188,683667,3.422545274,-8.83230888287591
189,684052,3.684531156,-7.58425937151361
190,684059,3.289210151,-7.41002653412049
191,684062,3.585876372,-6.55034619968037
192,684072,3.352220763,-7.10250598728972
193,684681,3.555339526,-5.93060913366074
194,687448,3.134947723,-6.37228156425865
195,687452,3.243133196,-7.21899495567126
196,687455,3.335281678,-6.1036156802691
197,687457,3.283894953,-5.7063580592
198,687459,3.90908406,-6.00207158981613
199,687505,5.245848027,-6.54008719524461
200,687506,3.744122608,-7.63676192944164
201,687514,3.229192506,-5.68791464579727
202,687561,3.492581305,-6.65682286447814
203,687562,4.128028597,-8.0783622252875
204,687563,3.359298441,-9.14539823256452
205,687568,3.205802676,-7.29269070374995
206,687586,3.345400002,-7.6868205619704
207,687588,3.312259359,-7.58008565476032
208,687590,3.51087621,-5.9612159089532
209,687600,3.270650792,-6.64663310940434
210,687777,3.418256866,-6.24025621298178
211,687780,3.411376679,-7.89290810586635
212,687787,3.516794747,-5.35611065603826
213,687798,3.237431974,-4.22229518070858
214,687799,3.256367241,-6.1542860154952
215,687800,3.071515079,-6.07495654328184
216,687802,3.424496081,-7.91678759418315
217,687807,3.517047972,-0.937274244519292
218,687812,3.225131401,-7.09796005521588
219,687815,3.727553786,-6.7258991030359
220,687816,2.848030847,-5.85481570699259
221,687819,3.697244334,-3.13876628372413
222,687820,3.186029736,-4.61084036642576
223,687821,3.276578231,-2.90331268227089
224,687829,3.604219416,-4.44539931261182
225,687980,6.210851813,-6.65722970447967
226,687983,3.97472512,-6.7758884862027
227,687985,3.365384748,-7.62139578456113
228,687995,3.28098953,-6.23694811325302
229,687997,3.402903011,-7.04167186550055
230,688001,3.374549187,-9.5122726960725
231,688006,3.213347917,-6.11391508016601
232,688010,3.565675351,-7.28867568345115
233,688013,4.028656251,-8.2676495854323
234,688014,3.741483002,-8.08034881635881
235,688023,3.674652926,-8.55843198439868
236,688025,3.192392823,-6.37217913291075
237,688026,3.620402418,-4.32543633457182
238,688027,3.566890005,-8.05590956236615
239,688031,3.27038833,-6.65590242504205
240,688058,3.259074649,-7.64854730523066
241,688086,3.710539004,-7.53651337913539
242,688087,3.183759588,-6.79966554317159
243,688121,3.730595529,-6.83341306556807
244,713869,4.321741979,-0.933752625924482
245,713880,3.58549049,-7.1954415164337
246,713899,3.496794356,-6.33979207193783
247,717431,3.946759956,-6.22856749776049
248,722046,3.575973029,-6.11766031649216
249,722066,4.108204776,-5.32350719080921
250,724825,3.496025387,-8.34906952275991
251,724828,4.02107143,-7.54199706298581
252,724831,3.696726734,-6.53600436827889
253,724834,3.37852311,-5.17251039974465
254,724838,3.914138953,-6.12486802091644
255,724839,3.314530462,-4.85992455062532
256,724855,3.275018625,-3.03711976192326
257,724859,3.107076616,-5.59015474443656
258,724863,3.293643929,-4.27221531451342
259,724866,3.661408267,-4.83137505846117
260,724868,3.529719438,-4.94614577704901
261,724869,3.417365816,-6.45660997478869
262,724870,3.658326961,-5.34132014647907
263,724872,3.37575828,-7.5770790782951
264,724873,3.782524602,-6.49651059153456
265,724878,3.199304641,-3.52047886572766
266,724879,3.151867059,-6.67664982242507
267,735784,3.399641028,-6.08069702684954
268,749709,3.789548909,-7.92397077279173
269,749710,4.452734172,-5.35187923148333
270,749711,3.880603199,-8.45140276740025
271,749712,3.436967251,-6.92845492947175
272,749713,3.393317741,-7.03727885910105
273,749714,3.266190219,-8.19397547777922
274,749715,3.292466652,-8.08226038728799
275,749716,3.348731269,-3.50366858311122
276,749717,3.345719547,-8.93094450012645
277,753532,3.155370274,-6.97687754582415
278,753538,3.295305011,-7.69991157677143
279,753539,3.39315262,-6.79614248188174
280,753541,3.488870909,-7.19527849189408
281,753547,3.517194481,-6.41218218100451
282,753548,3.435809437,-8.05080819270157
283,753552,3.00248056,-8.64131914258287
284,753554,3.44191274,-8.34703099466713
285,753555,3.126932881,-7.25886383312622
286,753556,3.378951389,-6.26055781759717
287,753561,3.924853786,-8.30579155692332
288,753562,3.375366086,-7.49157487130674
289,753563,3.320047176,-8.12134011055559
290,753565,3.044195568,-7.35765093335606
291,753566,3.17167997,-5.44140855763578
292,753569,3.675034103,-6.31960155484059
293,753572,3.252954,-6.07168306823406
294,753573,3.335796095,-7.08357350026813
295,753574,3.254121053,-6.79913030331143
296,753575,3.261314694,-7.06390668147074
297,753576,3.219445718,-6.01790661058493
298,753583,4.072444886,-7.76829820709965
299,753584,3.248963879,-7.45856023799103
300,753585,3.326566653,-6.52215449588636
301,753586,4.575502758,-6.95938486845337
302,753589,3.788375278,-2.77125559170312
303,753592,3.254301604,-7.52759319569757
304,753594,3.373401142,-5.46182846324452
305,753600,3.388697539,-3.17733817833734
306,753607,3.419881373,-3.49387701186871
307,753608,3.479623948,-6.25269224423424
308,753610,3.460667177,-7.39629207733122
309,753612,3.85219032,-7.5395444814163
310,753615,3.476391294,-7.89603875410508
311,753616,3.557140738,-8.08939884235031
312,753618,3.266765261,-8.90787580642264
313,753620,3.668771356,-7.8180423321095
314,753621,3.302321384,-7.06886955241139
315,753623,3.257412751,-7.34516296508212
316,753624,3.472752904,-6.20237536929316
317,905933,3.491547038,-7.38154052053814
318,905934,3.494668552,-5.52407209808864
319,905935,3.82327224,-5.18023603168861
320,905936,3.422810288,-6.29127135232265
321,905937,3.163358221,-7.15835848310269
322,905938,4.286548869,-7.95799096455093
323,905939,2.961687314,-7.06518923736209
324,905940,3.480238898,-6.11066324554384
325,905941,3.246062917,-2.40610803415908
326,905942,3.5931779,-6.50303301581441
327,905944,3.291687073,-5.89623403892148
328,905945,3.279187373,-7.20838826173064
329,905946,3.400225992,-6.98119553208153
330,905947,4.230755074,-7.6513995133265
331,905948,3.157332064,-8.98117337067004
332,905949,3.516532121,-6.94984288345293
333,905950,3.075824822,-7.47021865661646
334,905951,3.230957297,-7.12595988056945
335,905952,4.976875343,-9.22661042180624
336,905955,3.358758419,-7.94929872692958
337,905957,3.321594511,-8.6689222268002
338,905958,3.426104342,-8.00274192202427
339,905959,3.547390102,-4.56968171960424
340,905960,3.2997655,-8.33713266399159
341,905961,3.071641887,-7.31940508782209
342,905962,3.282151317,-7.01970827619806
343,905964,4.617216323,-8.20961140663238
344,905965,3.264300626,-7.98685207884392
345,905967,3.410035921,-4.91532981097562
346,905968,3.385863147,-6.89825787957091
347,905969,3.297489861,-5.52192248247771
348,905971,3.822130798,-6.96083333427442
349,905972,3.413811713,-7.73318878058457
350,905973,3.20572184,-6.42655719439193
351,905974,3.583827767,-7.94857016593393
352,905975,3.306492737,-7.68093436620358
353,905976,3.229087316,-6.8035290804911
354,905977,3.36601143,-5.98317517017057
355,905979,3.963251375,-3.66812860429736
356,905980,3.55108407,-6.05737297612349
357,905983,3.577464411,-6.24904943925599
358,905984,3.264276158,-8.14141954013468
359,905986,3.512306341,-6.72855366191114
360,905989,3.889694519,-8.11094549278598
361,905990,3.39667524,-5.7022795603194
362,905991,3.303937578,-7.08721919063646
363,906693,3.533255393,-6.29881087660634
364,906696,3.702610795,-7.8197605819032
365,906746,3.052281647,-5.06405580004582
366,906763,6.026864921,-10.033990175624
367,906765,4.106035974,-8.57560005538526
368,906790,3.496056956,-8.09248188165269
369,906792,3.737852399,-8.2750520536871
370,906793,3.53273773,-7.72887367971728
371,906794,3.028641676,-7.29140237707843
372,906795,3.141441128,-7.81600236132168
373,906797,3.421698274,-7.86266056163907
374,906798,3.334167836,-7.50867802101648
375,906800,6.225527038,-7.83662568693119
376,906801,3.168125335,-5.83439291599377
377,906804,3.542302516,-7.47744511607627
378,906805,3.199437319,-6.40966900624329
379,906808,3.456939539,-2.1107984581544
380,906812,3.645429632,-8.81277479202228
381,906814,3.322618329,-8.56032191490224
382,906817,3.108417336,-1.10184823861366
383,906818,3.539911209,-7.72475911346066
384,906820,3.53644496,-7.5280000356991
385,906821,2.991352609,-7.5605169392257
386,906824,3.322469541,-8.2234151127836
387,906826,3.209172637,-8.03678663959917
388,906827,3.313016499,-7.73195239093453
389,906828,3.528360737,-6.82416971844109
390,906830,3.34216153,-6.60245490186224
391,906831,3.99035468,-7.53710776949223
392,906832,3.97471702,-9.60121628803834
393,906833,3.715895776,-7.67145297439485
394,906834,3.306098162,-8.49247629521436
395,906835,3.176067747,-4.71832258966703
396,906836,3.08507954,-9.61048848906613
397,906837,2.96103965,-7.6136254290709
398,906838,5.784507953,-7.97338596333226
399,906839,3.231363818,-7.87785935389484
400,906843,3.244305885,-8.88990271160324
401,906844,3.591993838,-8.77859590380858
402,906846,3.213418742,-7.87009044109965
403,906847,3.04511805,-8.22127415334293
404,906848,3.487388856,-7.95768511320227
405,906851,3.148062526,-7.59358062417279
406,906853,3.53012501,-5.43340737093901
407,906855,4.205742501,-7.86636107441895
408,906856,4.047652915,-7.73677387776118
409,906861,3.372095008,-7.07601089286379
410,906862,3.454698219,-8.81880958537832
411,906863,3.366606813,-6.55898938567033
412,906864,3.243737085,-7.29191886190307
413,906865,3.228337864,-8.78744395249435
414,906868,3.381514724,-7.97636945667682
415,906869,4.715626232,-7.10821473156652
416,906870,3.445704313,-8.51688236722107
417,906871,3.192623058,-7.75606271045787
418,906872,3.631624967,-6.27991012887565
419,906875,3.264900282,-5.79521076137827
420,906877,4.119646871,-7.60762670309089
421,906999,3.484893334,-4.78369975813995
422,907000,3.200524435,-7.53846967361083
423,907042,3.196345314,-7.2257496538527
424,907043,3.256116439,-8.56768831578102
425,907044,3.784427055,-7.41537316194202
426,907045,3.25828018,-5.35810734597485
427,907046,3.144456923,-8.76829794660671
428,907047,3.706590948,-6.95870680178415
429,907048,3.589199545,-9.31801525151184
430,907050,3.189371308,-2.12292142458299
431,907051,3.246557005,-6.78305579516584
432,907055,3.268710688,-7.93771388575124
433,907056,3.366780848,-5.55584745636422
434,907057,3.3940118,-7.59081786316949
435,907058,3.381901119,-7.10575782191188
436,907060,3.245578201,-7.73910238755718
437,907061,3.507238423,-6.63634813645784
438,907062,3.22449955,-5.65451481290565
439,907064,3.633869232,-7.84266769376243
440,907065,3.616772278,-6.31205048899658
441,907066,3.730994612,-4.68082406016424
442,907067,3.292447394,-7.66501711181745
443,907068,3.508522956,-4.35200789183491
444,907069,3.267440308,-7.05460706923717
445,907071,3.481785874,-4.45646334088039
446,907072,3.196068812,-7.15798049700198
447,907169,3.522418289,-8.14468003092709
448,907170,3.073945291,-8.1233728678682
449,907172,3.212059734,-7.87858502950041
450,907173,3.487712273,-4.12001243039468
451,907268,3.414239499,-8.18731599747048
452,907269,3.949530059,-8.76728373199297
453,907270,3.441705962,-8.3230937985487
454,907271,3.41876784,-6.32844527544124
455,907272,3.512973371,-7.66069624016999
456,907273,3.919404525,-8.00415720585938
457,907274,3.336365963,-7.96585365252378
458,907276,4.502446479,-5.45129101866587
459,907277,3.64002243,-9.21566180914093
460,907278,3.731586684,-7.80947128087158
461,907279,3.421537629,-6.61890451071845
462,907280,3.387071725,-8.32114904563359
463,907281,4.31052318,-8.2605010315047
464,907285,3.494036857,-7.41878657840877
465,907286,3.179036181,-6.45602712599217
466,907287,3.30572112,-5.66277712740482
467,907290,3.202217906,-5.50792401249597
468,907291,4.209383987,-7.00739198863399
469,907295,4.175174454,-5.068437264885
470,907298,3.292103047,-7.76182339175614
471,907299,3.208221754,-7.79614366408385
472,907300,4.321723343,-8.15522613167599
473,907311,3.344907965,-7.82763769682645
474,907312,3.237947893,-6.96767892224344
475,907313,3.124296897,-6.65518396291169
476,907314,3.560198144,-6.19385048429654
477,907317,3.256568863,-8.0465753254516
478,907318,3.153166779,-7.48088450105375
479,907319,3.195132406,-7.38543146906341
480,907320,3.512035562,-7.21055518968206
481,907322,3.490284072,-7.68290508762943
482,907323,3.480604766,-8.1522945753529
483,907783,4.049135432,-8.00975197722795
484,907787,4.452811718,-8.0803343894084
485,907788,4.065965138,-7.0355764789528
486,907789,3.557875426,-9.12276234737297
487,907790,3.781604875,-6.10875167461467
488,907792,3.131980693,-5.87960120779507
489,907794,3.202249862,-6.07837428783371
490,907796,3.400124518,-1.464113291466
491,908121,3.272363617,-5.80341825346589
492,908122,3.465878775,-7.27370916509697
493,908123,3.260493264,-8.91139453962736
494,908125,3.2079169,-5.2400443973037
495,908126,4.117744167,-7.78074000913228
496,908127,3.454745961,-8.03648367364058
497,908128,3.442668526,-6.31388559708858
498,908129,3.356758049,-6.53733164771651
499,908130,3.15855393,-3.84343336410586
500,908131,3.456333163,-8.46607930405121
501,908132,3.392212824,-8.31842523739639
502,908136,5.538722021,-6.75752009294211
503,908138,3.329817403,-7.30746101557857
504,908139,3.295763914,-5.93401822204236
505,908141,3.596858408,-8.67041253077744
506,908142,3.120342431,-7.94992629927236
507,908143,6.175391494,-6.61598305326065
508,908144,3.18427146,-8.31967316860676
509,908145,3.192733068,-7.83269867102989
510,908146,4.180223457,-8.08623645482068
511,908147,3.374357325,-8.59998015888124
512,908148,3.342923784,-8.22940662528842
513,908149,3.240117515,-7.578345764541
514,908150,3.028022456,-5.88569659434282
515,908151,3.322993258,-8.31283046602782
516,908152,3.64721207,-5.2451601939187
517,908156,3.556401304,-8.21147681132025
518,908158,3.779772651,-7.76333245076891
519,908159,4.148954145,-8.17750711388748
520,908440,3.417449376,-7.96228875307774
521,908441,4.379351775,-7.72177129203098
522,908443,3.184842786,-6.40275272621726
523,908444,3.314251375,-5.69422355121108
524,908445,3.630248473,-7.00123312350444
525,908446,3.50965654,-8.22968362273627
526,908447,3.16680818,-5.63925542745817
527,908448,3.757419906,-7.02198773436267
528,908451,3.72994702,-6.02720766551354
529,908454,3.25481671,-7.70825035410777
530,908455,3.230586164,-6.48462422709267
531,908457,3.172348991,-6.67827862512624
532,908458,3.71343185,-7.03512203001492
533,908459,3.058994059,-6.21164612762591
534,908460,3.200213803,-0.134900642493363
535,908461,3.457372672,-5.47078327136332
536,908462,3.051774433,-6.4690301363957
537,908463,3.254258628,-0.535935239179514
538,908465,3.084249783,-6.07382691306483
539,908467,3.426295174,-6.73661255640954
540,908470,3.307480182,-3.34004676774384
541,908471,5.425315776,-6.28709763556936
542,908472,3.201563089,-3.61258484522313
543,908473,3.171354542,-4.54628553412614
544,908474,3.910961913,-7.86444517540465
545,908475,3.221268942,-7.77868128330893
546,908476,3.285669986,-5.4704860761849
547,908483,3.747424139,-7.11001088689242
548,909248,3.468248784,-7.44526868857932
549,909249,3.537643357,-8.13348183201971
550,909250,4.344782292,-5.7942946500273
551,909251,4.136303372,-9.01367007646606
552,909252,3.684844111,-6.70469292862987
553,909253,3.208032959,-6.35761224108289
554,909255,3.43379463,-7.30648719642597
555,909256,3.19356977,-8.30916313523388
556,909257,3.224405079,-7.65062478608954
557,909260,3.166648247,-8.51854435190818
558,909262,3.360953422,-7.91088985685599
559,909263,3.265304641,-4.48755630440163
560,909264,3.162510446,-5.81621640117361
561,909696,3.929157908,-6.44083554721161
562,909697,3.827895549,-5.8982566973688
563,909698,3.240173204,-7.80004182608433
564,909699,3.562253561,-6.51799520608347
565,909701,3.328759751,-8.06398144111992
566,909702,3.570744318,-8.04006155734199
567,909703,4.37565606,-9.29087094431751
568,909704,3.431922355,-7.92554619577638
569,909707,3.051349713,-1.38535079840371
570,909708,3.766680411,-8.11841288231762
571,909709,3.261892559,-5.98189405697426
572,909713,3.269407348,-8.29921863831703
573,909716,3.248604375,-5.5653591447688
574,909717,4.193794879,-7.17632724983697
575,909718,3.571097768,-7.82682257412835
576,909719,3.404634727,-6.86022988098811
577,909720,3.181742333,-6.04759006105122
578,909721,3.541123726,-4.566956468672
579,909723,8.726890123,-1.59687585990877
580,909725,3.185031493,-2.93795323289768
581,909728,3.254101962,-3.63692311056293
582,909729,4.004293701,-8.36273184479713
583,909731,3.122006988,-7.32658970912572
584,909732,3.46918521,-7.21945661808434
585,909735,3.448698707,-7.41009145539733
586,909736,3.304654434,-6.50275457567152
587,909737,3.492218073,-6.58942303755789
588,909738,3.526544322,-5.54212309844024
589,909740,3.215630392,-6.23959257326297
590,909743,3.910168723,-5.89223921635326
591,909744,3.309695391,-7.82591800433771
592,909745,3.245804574,-8.34226721564212
593,909746,3.164970445,-4.63143195274437
594,909747,3.266021687,-4.57687643977315
595,909748,3.855635835,-6.25695396538503
596,909749,3.767762388,-8.02168595060618
597,909750,3.192878438,-7.93432210971011
598,909751,3.516988658,-5.69352672950633
599,909753,3.189757177,-7.01670458512293
600,909754,3.420434718,-4.97398113516792
601,909755,3.218210678,-6.13514578038773
602,909756,3.338019,-8.47049539357137
603,909757,3.688206339,-6.83034156782602
604,909759,2.964960288,-7.18384946178016
605,909761,3.427891705,-5.24093309744889
606,909769,3.968230487,-6.45046553660954
607,909770,3.532975071,-7.39534855477448
608,909773,3.968633312,-6.92338818448815
609,909774,3.374230327,-7.6589289387449
610,909776,3.448741976,-5.43173528738662
611,909777,3.576302861,-9.30454047982994
612,909778,3.494536405,-4.34339067435568
613,909779,4.30873455,-5.78093817933875
614,909780,3.704016402,-7.1932010110352
615,909781,3.235484825,-6.30065464086859
616,909784,3.052132401,-6.44046765997618
617,909785,3.43059505,-8.9662789870679
618,909904,3.194163651,-5.86108277425022
619,909905,3.378485879,-7.30360036364915
620,909907,3.555179045,-0.386839920178844
621,909974,3.264263807,-5.89498177962598
622,909975,3.15785326,-4.68640007649728
623,909976,3.56636051,-7.91248980565634
624,909977,3.09873472,-5.07274948036222
625,910079,3.142641003,-7.18176621014112
626,910401,3.828807917,-6.54207090092583
627,910546,3.530061669,-7.02202524443373
628,910548,3.159506351,-4.64799120642369
629,910549,3.63455893,-6.89731002892904
630,910554,3.944005295,-5.39181303021514
631,910568,3.274158766,-5.64718592209794
632,910569,3.378534104,-7.27585300992773
633,910687,3.657325348,-8.44542135376072
634,910688,3.038519718,-7.73394619548104
635,910689,3.294992613,-0.747427118698632
636,910691,3.138036831,-5.50423071319129
637,910692,3.825830657,-4.04894527268049
638,910694,3.395877298,-5.26491934519871
639,910695,3.526523952,-3.22046610388968
640,910698,3.192060084,-7.6120269229656
641,910700,3.197555465,-6.96091556789175
642,910702,3.128152181,1.78155380939792
643,910703,3.786552576,-7.36948680347151
644,910704,3.109745819,-7.74190698671667
645,910705,5.112353769,-8.03601768314237
646,910706,3.960290338,-8.34874780176579
647,910710,5.696477861,-8.59413868666068
648,910779,3.206947795,-3.98213839342204
649,910780,4.386579573,-6.73336360717746
650,910781,3.568894558,-6.31250205254437
651,910784,3.475221866,-6.87244950798444
652,910849,3.062917795,-5.29150677210725
653,910850,3.492067734,-4.48454828524138
654,910852,3.172736832,-8.16073866942722
655,910853,3.529554422,-7.04612546509178
656,910900,3.160028932,-3.91287748989905
657,910903,3.070436482,-7.85852146956676
658,910904,3.133402022,-6.20812162364102
659,910905,3.730847986,-5.1865160832016
660,910906,3.658394203,-7.97085691892558
661,910907,3.580762842,-7.0791299995422
662,910910,3.635724617,-6.30005592242662
663,910911,3.11827174,-6.77697772095857
664,910915,3.605878134,-3.73462530412201
665,910916,3.403774438,-8.45623868117731
666,910919,5.10745189,-8.01679521441757
667,910920,3.136140545,-9.62488514287917
668,910921,3.300911068,-9.9270201091223
669,910922,3.540563464,-6.74032605344479
670,910924,3.329384259,-7.74025077280973
671,910926,3.343125926,-8.34555223225022
672,910927,3.064288617,-7.53378668550811
673,910930,3.544122937,-8.4390590686304
674,910932,3.278717294,-7.98068888562924
675,910933,3.379191448,-7.33450289142499
676,910934,3.727434688,-8.1617644256013
677,910935,4.138429247,-9.30232450024713
678,910936,3.365672464,-5.70449121181709
679,910937,3.822489033,-5.63721401397531
680,910941,4.211275487,-8.20350303582926
681,910942,4.228606919,-8.02829349389345
682,910943,3.586440565,-6.19898503594707
683,910944,3.991588711,-7.28193541222012
684,910947,3.804402293,-7.91435521034421
685,910948,3.193870813,-8.83503124841807
686,910951,3.76526753,-8.39841546393848
687,910952,3.182898455,-7.06789284786871
688,911905,3.187862566,-3.94489089285637
